Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
forkassn3,de.hysky.skyblocker.skyblock.filters,ShowOffFilter,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SimpleChatFilter
forkassn3,de.hysky.skyblocker.skyblock.filters,MimicFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.filters,ToggleSkyMallFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.filters,ToggleSkyMallFilter,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SimpleChatFilter
forkassn3,de.hysky.skyblocker.skyblock.filters,DicerFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.filters,DicerFilter,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SimpleChatFilter
forkassn3,de.hysky.skyblocker.skyblock.filters,MoltenWaveFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.filters,MoltenWaveFilter,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SimpleChatFilter
forkassn3,de.hysky.skyblocker.skyblock.filters,DeathFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.filters,AutopetFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.filters,TeleportPadFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.filters,TeleportPadFilter,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SimpleChatFilter
forkassn3,de.hysky.skyblocker.skyblock.filters,HealFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.filters,HealFilter,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SimpleChatFilter
forkassn3,de.hysky.skyblocker.skyblock.filters,AdFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.filters,ComboFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.filters,ComboFilter,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SimpleChatFilter
forkassn3,de.hysky.skyblocker.skyblock.dwarven,DwarvenHudConfigScreen,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dwarven,CrystalsHud,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CLIENT; MAP_TEXTURE; MAP_ICON; SMALL_LOCATIONS; visible
forkassn3,de.hysky.skyblocker.skyblock.dwarven,CrystalsHudConfigScreen,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dwarven,Category.DwarvenCategory,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: isTitanium; name; location
forkassn3,de.hysky.skyblocker.skyblock.dwarven,Category.DwarvenCategory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dwarven,Category.DwarvenEmissaries,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: location
forkassn3,de.hysky.skyblocker.skyblock.dwarven,Category.DwarvenEmissaries,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dwarven,Category.GlaciteCategory,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; color; location
forkassn3,de.hysky.skyblocker.skyblock.dwarven,Category.GlaciteCategory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dwarven,CommissionHighlight,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dwarven,NucleusWaypoints,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dwarven,NucleusWaypoints.Waypoint,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: position; name; color
forkassn3,de.hysky.skyblocker.skyblock.dwarven,NucleusWaypoints.Waypoint,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dwarven,DwarvenHud,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CLIENT; commissionList; mithrilPowder; gemStonePowder; glacitePowder; COMMISSIONS; MITHRIL_PATTERN; GEMSTONE_PATTERN; GLACITE_PATTERN
forkassn3,de.hysky.skyblocker.skyblock.dwarven,DwarvenHud,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: DwarvenHud; HudPowderWidget
forkassn3,de.hysky.skyblocker.skyblock.dwarven,Fetchur,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dwarven,Puzzler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dwarven,CrystalsWaypoint,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CONFIG; TYPE_SUPPLIER; category; name; centerPos; color; name; colorComponents
forkassn3,de.hysky.skyblocker.skyblock.dwarven,CrystalsWaypoint.Category,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: color; name; colorComponents
forkassn3,de.hysky.skyblocker.skyblock.dwarven,CrystalsWaypoint.Category,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dwarven,CrystalsWaypoint.Category,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: color; name; colorComponents
forkassn3,de.hysky.skyblocker.skyblock.chat,ChatRulesHandler,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SnapshotDebug; RenderHelper; SkyblockerMod; ContainerSolverManager; ContainerSolver; UltrasequencerSolver; HelperConfig; Waypoint; NewYearCakesHelper; SkyblockerConfigManager; SkyblockerConfig; Utils; Http; ApiAuthentication; MuseumItemCache; ItemUtils; TooltipInfoType; ItemTooltip; GeneralConfig; CraftPriceTooltip; NEURepoManager; ItemRepository; ItemStackBuilder; SkyblockCraftingRecipe; ObtainedDateTooltip; StatusBarTracker; ConfigDataFixer; SkyblockerScreen; Tips; ProfileViewerScreen; ProfileViewerPage; SubPageSelectButton; ProfileViewerTextWidget; ProfileViewerUtils; ProfileViewerNavButton; ProfileUtils; ApiUtils; AccessoriesHelper; Waypoints; FairySouls; Relics; MythologicalRitual; EnderNodes; OrderedWaypoints; CustomArmorDyeColors; BackpackPreview; ItemRarityBackgrounds; ItemProtection; FarmingHud; FarmingHudWidget; LowerSensitivity; ChatMessageListener; Shortcuts; ChatRulesHandler; ChatRule; ChatRuleAnnouncementScreen; CalculatorCommand; Calculator; DiscordRPCManager; LividColor; DungeonsConfig; DungeonManager; Room; SecretWaypoint; DungeonEvents; DungeonMapUtils; Debug; DebugRoom; DungeonMap; DungeonScore; PlayerListMgr; FishingHelper; DungeonScoreHUD; Waterboard; PartyFinderScreen; PartyEntryListWidget; PartyEntry; FinderSettingsContainer; OptionDropdownWidget; RangedValueWidget; ChestValue; UIAndVisualsConfig; FireFreezeStaffTimer; GuardianHealth; TheRift; TheEnd; EndHudWidget; SearchOverManager; TitleContainer; ScreenMaster; ScreenBuilder; Widget; PlayerLocator; DungeonTextures; TeleportOverlay; QuiverWarning; SpecialEffects; Boulder; VisitorHelper; PetCache; SecretsTracker; DungeonPlayerWidget; Kuudra; DojoManager; ForceTestHelper; StaminaTestHelper; MasteryTestHelper; SwiftnessTestHelper; ControlTestHelper; TenacityTestHelper; FancyStatusBars; BarPositioner; StatusBar; OnClick; StatusBarRenderer; StatusBarConfig; StatusBarsConfigScreen; EditBarWidget; EventNotifications; BeaconHighlighter; WarpAutocomplete; EggFinder; TimeTowerReminder; JerryTimer; TooltipManager; SlotTextManager; SlotTextAdder
