Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
forkassn3,de.hysky.skyblocker.utils,Utils,isConnectedToHypixel,Long Statement,The length of the statement "return serverAddress.equalsIgnoreCase(ALTERNATE_HYPIXEL_ADDRESS) || serverAddress.contains("hypixel.net") || serverAddress.contains("hypixel.io")|| serverBrand.contains("Hypixel BungeeCord");" is 191.,259
forkassn3,de.hysky.skyblocker.utils,Utils,updateScoreboard,Empty catch clause,The method has an empty catch block.,319
forkassn3,de.hysky.skyblocker.utils,Utils,getDurationText,Magic Number,The method contains a magic number: 60,367
forkassn3,de.hysky.skyblocker.utils,Utils,getDurationText,Magic Number,The method contains a magic number: 60,367
forkassn3,de.hysky.skyblocker.utils,Utils,getDurationText,Magic Number,The method contains a magic number: 60,367
forkassn3,de.hysky.skyblocker.utils,Utils,getDurationText,Magic Number,The method contains a magic number: 3600,367
forkassn3,de.hysky.skyblocker.utils,Utils,updateLocRaw,Complex Conditional,The conditional expression !sentLocRaw && canSendLocRaw && currentTime > clientWorldJoinTime + 1000 is complex.,403
forkassn3,de.hysky.skyblocker.utils,Utils,updateLocRaw,Magic Number,The method contains a magic number: 1000,403
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Long Statement,The length of the statement "long millisUntilNextMayorChange=currentYearMillis > 105600000L ? 446400000L - currentYearMillis + 105600000L : 105600000L - currentYearMillis;" is 142.,494
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Magic Number,The method contains a magic number: 446400000L,494
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Magic Number,The method contains a magic number: 105600000L,494
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Magic Number,The method contains a magic number: 446400000L,494
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Magic Number,The method contains a magic number: 105600000L,494
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Magic Number,The method contains a magic number: 105600000L,494
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Magic Number,The method contains a magic number: 50,494
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Magic Number,The method contains a magic number: 5,494
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Magic Number,The method contains a magic number: 60,494
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Magic Number,The method contains a magic number: 20,494
forkassn3,de.hysky.skyblocker.utils,Utils,tickMayorCache,Magic Number,The method contains a magic number: 5,501
forkassn3,de.hysky.skyblocker.utils,Utils,tickMayorCache,Magic Number,The method contains a magic number: 5,501
forkassn3,de.hysky.skyblocker.utils,Utils,tickMayorCache,Magic Number,The method contains a magic number: 60,501
forkassn3,de.hysky.skyblocker.utils,Utils,tickMayorCache,Magic Number,The method contains a magic number: 20,501
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Long Statement,The length of the statement "TokenRequest.KeyPairInfo keyPairInfo=new TokenRequest.KeyPairInfo(Objects.requireNonNull(CLIENT.getSession().getUuidOrNull())`publicKey`publicKeySignature`expiresAt);" is 166.,51
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Long Statement,The length of the statement "TokenRequest tokenRequest=new TokenRequest(keyPairInfo`signedData`SkyblockerMod.SKYBLOCKER_MOD.getMetadata().getId()`MINECRAFT_VERSION`SkyblockerMod.VERSION);" is 158.,51
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Long Statement,The length of the statement "tokenInfo=TokenInfo.CODEC.parse(JsonOps.INSTANCE`JsonParser.parseString(Http.sendPostRequest(AUTH_URL`request`CONTENT_TYPE))).getOrThrow();" is 139.,51
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Long Statement,The length of the statement "logErrorAndScheduleRetry(Text.translatable("skyblocker.api.token.authFailure")`60 * 20`"[Skyblocker Api Auth] Failed to refresh the api token! Some features might not work :("`e);" is 179.,51
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Long Statement,The length of the statement "logErrorAndScheduleRetry(Text.translatable("skyblocker.api.token.noProfileKeys")`300 * 20`"[Skyblocker Api Auth] Failed to fetch profile keys! Some features may not work temporarily :( (Has your game been open for more than 24 hours? If so restart.)");" is 252.,51
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Long Statement,The length of the statement "logErrorAndScheduleRetry(Text.translatable("skyblocker.api.token.authFailure")`60 * 20`"[Skyblocker Api Auth] Encountered an unexpected exception while refreshing the api token!"`throwable);" is 190.,51
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Magic Number,The method contains a magic number: 1000L,51
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Magic Number,The method contains a magic number: 300L,51
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Magic Number,The method contains a magic number: 20,51
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Magic Number,The method contains a magic number: 60,51
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Magic Number,The method contains a magic number: 20,51
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Magic Number,The method contains a magic number: 300,51
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Magic Number,The method contains a magic number: 20,51
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Magic Number,The method contains a magic number: 60,51
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Magic Number,The method contains a magic number: 20,51
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,getRandomSignedData,Magic Number,The method contains a magic number: 16,99
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,TokenRequest,Long Parameter List,The method has 5 parameters. ,139
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,TokenInfo,Long Statement,The length of the statement "private static final Codec<TokenInfo> CODEC=RecordCodecBuilder.create(instance -> instance.group(Codec.STRING.fieldOf("token").forGetter(TokenInfo::token)`Codec.LONG.fieldOf("issuedAt").forGetter(TokenInfo::issuedAt)`Codec.LONG.fieldOf("expiresAt").forGetter(TokenInfo::expiresAt)).apply(instance`TokenInfo::new));" is 314.,165
forkassn3,de.hysky.skyblocker.utils,ItemUtils,dumpHeldItemCommand,Long Statement,The length of the statement "context.getSource().sendFeedback(Text.literal("[Skyblocker Debug] Held Item: " + SkyblockerMod.GSON_COMPACT.toJson(ItemStack.CODEC.encodeStart(JsonOps.INSTANCE`context.getSource().getPlayer().getMainHandStack()).getOrThrow())));" is 228.,58
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getItemPrice,Complex Conditional,The conditional expression id == null || id.isEmpty() || bazaarPrices == null || lowestBinPrices == null is complex.,127
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getDurability,Magic Number,The method contains a magic number: 5000,179
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getDurability,Magic Number,The method contains a magic number: 1000,179
forkassn3,de.hysky.skyblocker.utils,ItemUtils,propertyMapWithTexture,Long Statement,The length of the statement "return Codecs.GAME_PROFILE_PROPERTY_MAP.parse(JsonOps.INSTANCE`JsonParser.parseString("[{\"name\":\"textures\"`\"value\":\"" + textureValue + "\"}]")).getOrThrow();" is 164.,230
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getSkyblockerStack,Long Statement,The length of the statement "stack.set(DataComponentTypes.PROFILE`new ProfileComponent(Optional.of("SkyblockerStack")`Optional.of(java.util.UUID.randomUUID())`propertyMapWithTexture("e3RleHR1cmVzOntTS0lOOnt1cmw6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZDdjYzY2ODc0MjNkMDU3MGQ1NTZhYzUzZTA2NzZjYjU2M2JiZGQ5NzE3Y2Q4MjY5YmRlYmVkNmY2ZDRlN2JmOCJ9fX0=")));" is 331.,252
forkassn3,de.hysky.skyblocker.utils,Http,sendCacheableGetRequest,Long Statement,The length of the statement "HttpRequest.Builder requestBuilder=HttpRequest.newBuilder().GET().header("Accept"`"application/json").header("Accept-Encoding"`"gzip` deflate").header("User-Agent"`USER_AGENT).version(Version.HTTP_2).uri(URI.create(url));" is 221.,36
forkassn3,de.hysky.skyblocker.utils,Http,downloadContent,Long Statement,The length of the statement "HttpRequest request=HttpRequest.newBuilder().GET().header("Accept"`"*/*").header("Accept-Encoding"`"gzip` deflate").header("User-Agent"`USER_AGENT).version(Version.HTTP_2).uri(URI.create(url)).build();" is 201.,58
forkassn3,de.hysky.skyblocker.utils,Http,sendHeadRequest,Long Statement,The length of the statement "HttpRequest request=HttpRequest.newBuilder().method("HEAD"`BodyPublishers.noBody()).header("User-Agent"`USER_AGENT).version(Version.HTTP_2).uri(URI.create(url)).build();" is 169.,77
forkassn3,de.hysky.skyblocker.utils,Http,sendPostRequest,Long Statement,The length of the statement "HttpRequest request=HttpRequest.newBuilder().POST(BodyPublishers.ofString(requestBody)).header("Accept"`contentType).header("Accept-Encoding"`"gzip` deflate").header("Content-Type"`contentType).header("User-Agent"`USER_AGENT).version(Version.HTTP_2).uri(URI.create(url)).build();" is 279.,89
forkassn3,de.hysky.skyblocker.utils,Http,getCacheStatuses,Long Statement,The length of the statement "return new String[]{headers.firstValue("CF-Cache-Status").orElse("UNKNOWN")`headers.firstValue("Local-Cache-Status").orElse("UNKNOWN")};" is 136.,150
forkassn3,de.hysky.skyblocker.utils,Http,ok,Magic Number,The method contains a magic number: 200,166
forkassn3,de.hysky.skyblocker.utils,Http,ratelimited,Magic Number,The method contains a magic number: 429,170
forkassn3,de.hysky.skyblocker.utils,SlayerUtils,getEntityArmorStands,Long Statement,The length of the statement "return entity.getEntityWorld().getOtherEntities(entity`entity.getBoundingBox().expand(1F`2.5F`1F)`x -> x instanceof ArmorStandEntity && x.hasCustomName());" is 155.,16
forkassn3,de.hysky.skyblocker.utils,SlayerUtils,getEntityArmorStands,Magic Number,The method contains a magic number: 2.5F,16
forkassn3,de.hysky.skyblocker.utils,NEURepoManager,init,Long Statement,The length of the statement "ClientCommandRegistrationCallback.EVENT.register((dispatcher`registryAccess) -> dispatcher.register(ClientCommandManager.literal(SkyblockerMod.NAMESPACE).then(ClientCommandManager.literal("updateRepository").executes(context -> {" is 229.,38
forkassn3,de.hysky.skyblocker.utils,NEURepoManager,loadRepository,Long Statement,The length of the statement "Git.cloneRepository().setURI(REMOTE_REPO_URL).setDirectory(NEURepoManager.LOCAL_REPO_DIR.toFile()).setBranchesToClone(List.of("refs/heads/master")).setBranch("refs/heads/master").call().close();" is 194.,58
forkassn3,de.hysky.skyblocker.utils,NEURepoManager,loadRepository,Long Statement,The length of the statement "LOGGER.error("[Skyblocker] Transport operation failed. Most likely unable to connect to the remote NEU repo on github"`e);" is 122.,58
forkassn3,de.hysky.skyblocker.utils,NEURepoManager,deleteAndDownloadRepository,Long Statement,The length of the statement "sendMessage(player`Constants.PREFIX.get().append(Text.translatable(loadRepository().join() ? "skyblocker.updateRepository.success" : "skyblocker.updateRepository.failed")));" is 173.,84
forkassn3,de.hysky.skyblocker.utils,Calculator,lex,Complex Method,Cyclomatic complexity of the method is 8,28
forkassn3,de.hysky.skyblocker.utils,Calculator,lex,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@3a2c83b,28
forkassn3,de.hysky.skyblocker.utils,Calculator,shunt,Complex Method,Cyclomatic complexity of the method is 14,82
forkassn3,de.hysky.skyblocker.utils,Calculator,getPrecedence,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@649cde8,140
forkassn3,de.hysky.skyblocker.utils,Calculator,evaluate,Complex Method,Cyclomatic complexity of the method is 11,152
forkassn3,de.hysky.skyblocker.utils,Calculator,calculateValue,Magic Number,The method contains a magic number: 2,185
forkassn3,de.hysky.skyblocker.utils,PosUtils,parsePosString,Magic Number,The method contains a magic number: 2,16
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,init,Long Statement,The length of the statement "Scheduler.INSTANCE.schedule(() -> Scheduler.INSTANCE.scheduleCyclic(SkyblockTime::updateTime`1200 * 20)`(int)(1200000 - (getSkyblockMillis() % 1200000)) / 50);" is 159.,21
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,init,Magic Number,The method contains a magic number: 1200,21
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,init,Magic Number,The method contains a magic number: 20,21
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,init,Magic Number,The method contains a magic number: 1200000,21
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,init,Magic Number,The method contains a magic number: 1200000,21
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,init,Magic Number,The method contains a magic number: 50,21
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,getSkyblockYear,Magic Number,The method contains a magic number: 446400000.0,31
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,getSkyblockMonth,Magic Number,The method contains a magic number: 37200000.0,35
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,getSkyblockMonth,Magic Number,The method contains a magic number: 12,35
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,getSkyblockDay,Magic Number,The method contains a magic number: 1200000.0,39
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,getSkyblockDay,Magic Number,The method contains a magic number: 31,39
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,updateTime,Long Statement,The length of the statement "LOGGER.info("[Skyblocker Time] Skyblock time updated to Year {}` Season {}` Month {}` Day {}"`skyblockYear.get()`skyblockSeason.get()`skyblockMonth.get()`skyblockDay.get());" is 173.,43
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,updateTime,Magic Number,The method contains a magic number: 3,43
forkassn3,de.hysky.skyblocker.utils.chat,ChatMessageListener,init,Long Statement,The length of the statement "ChatMessageListener[] listeners=new ChatMessageListener[]{new Fetchur()`new Puzzler()`new Reparty()`new Trivia()`new TreasureHunter()`new HungryHiker()`new AbilityFilter()`new AdFilter()`new AoteFilter()`new ComboFilter()`new HealFilter()`new ImplosionFilter()`new MoltenWaveFilter()`new TeleportPadFilter()`new AutopetFilter()`new ShowOffFilter()`new ToggleSkyMallFilter()`new MimicFilter()`new DeathFilter()`new DicerFilter()};" is 429.,33
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixerTest,testDataFixer,Long Statement,The length of the statement "JsonElement stackJson=ItemStack.CODEC.encodeStart(ItemStackComponentizationFixer.getRegistryLookup().getOps(JsonOps.INSTANCE)`fixedStack).getOrThrow();" is 151.,44
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixerTest,testDataFixer,Long Statement,The length of the statement "Assertions.assertEquals("{\"id\":\"minecraft:diamond_sword\"`\"count\":1`\"components\":{\"minecraft:custom_data\":{\"ExtraAttributes\":{\"id\":\"TEST\"}}}}"`GSON.toJson(stackJson));" is 182.,44
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixer,fixUpItem,Long Statement,The length of the statement "Dynamic<NbtElement> dynamic=Schemas.getFixer().update(TypeReferences.ITEM_STACK`new Dynamic<>(getRegistryLookup().getOps(NbtOps.INSTANCE)`nbt)`ITEM_NBT_DATA_VERSION`ITEM_COMPONENTS_DATA_VERSION);" is 195.,36
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixer,componentsAsString,Long Statement,The length of the statement "Optional<NbtElement> encodedComponent=dataComponentType.getCodec().encodeStart(nbtRegistryOps`entry.getValue().orElseThrow()).result();" is 135.,42
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixer,fromComponentsString,Empty catch clause,The method has an empty catch block.,64
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixer,getRegistryLookup,Long Statement,The length of the statement "return client != null && client.getNetworkHandler() != null && client.getNetworkHandler().getRegistryManager() != null ? client.getNetworkHandler().getRegistryManager() : LOOKUP;" is 178.,85
forkassn3,de.hysky.skyblocker.utils.datafixer,JsonHelper,getInt,Long Statement,The length of the statement "return currentLevel.has(propertyName) && !currentLevel.get(propertyName).isJsonNull() ? OptionalInt.of(currentLevel.get(propertyName).getAsInt()) : OptionalInt.empty();" is 168.,21
